adult_no,child_no,weekend_nights_no,weekday_nights_no,lead_time,avg_price_per_room,special_requests_no,month,prev_show_rate,canceled
2,0,2,2,26,151,2,8,0.5,0
2,0,0,3,9,142.67,1,12,0.5,0
2,0,1,2,40,85.5,0,6,0.5,0
1,0,0,1,84,65,0,9,0.82,0
2,0,2,4,327,88,0,9,0.5,0
1,0,0,3,21,83.2,0,10,0.5,1
1,0,0,2,273,87,0,7,0.5,0
2,0,1,3,260,73.95,0,12,0.5,1
2,0,0,1,4,2,1,3,0.5,0
2,0,0,1,100,108,0,10,0.5,1
2,1,1,3,39,121.5,2,4,0.5,0
3,0,0,1,41,142.2,2,9,0.5,0
2,1,0,1,2,167,1,7,0.5,0
2,0,2,1,59,112,0,12,0.5,0
2,0,2,1,38,67.5,0,2,0.5,1
2,0,1,3,60,65,1,10,0.5,0
2,0,0,2,63,116,0,9,0.5,0
2,0,0,1,55,104,0,4,0.5,0
2,0,2,3,285,81.81,0,10,0.5,1
1,0,1,1,62,143.2,0,11,0.5,0
2,0,2,0,6,152.84,1,9,0.5,0
1,0,0,1,7,0,0,5,0.5,0
2,0,0,3,71,126,1,5,0.5,0
1,0,0,2,13,95,0,7,0.5,0
2,0,1,1,48,135.9,1,9,0.5,0
2,0,2,1,71,55.8,0,7,0.5,1
3,0,1,1,99,150.3,2,8,0.5,0
1,0,0,1,9,65,0,12,1,0
2,0,0,4,55,85.85,0,3,0.5,0
3,0,2,2,3,110.5,1,12,0.5,0
2,0,0,2,1,164.5,1,9,0.5,0
2,0,4,6,46,74.8,1,12,0.5,0
2,0,2,1,14,130,2,8,0.5,0
2,0,2,3,212,78,0,5,0.5,1
1,0,1,2,118,110,0,6,0.5,0
2,0,1,1,7,56,2,5,0.5,0
2,0,2,1,2,123,0,10,0.5,0
3,0,2,2,2,119,1,12,0.5,0
2,0,0,1,5,130,1,8,0.5,0
1,0,0,2,6,0,0,12,0.5,0
2,0,1,2,56,60,1,11,0.5,0
2,0,0,1,143,103.5,1,8,0.5,0
2,0,0,2,68,65,0,9,0.5,0
2,0,1,3,7,125.8,2,12,0.5,0
2,1,2,4,149,119,1,8,0.5,0
2,0,2,2,204,80.75,2,9,0.5,0
2,0,2,2,228,90.1,1,9,0.5,0
2,0,0,3,76,120.9,2,11,0.5,0
1,0,1,2,15,100,0,2,0.5,0
1,0,0,1,2,127,0,6,0.5,0
2,0,2,2,244,90.95,2,10,0.5,0
2,0,2,3,6,103.15,1,9,0.5,0
2,0,2,1,13,177.62,1,10,0.5,0
2,0,2,2,21,156.5,1,6,0.5,0
1,0,0,1,0,79,0,2,0.5,0
2,0,0,4,67,93.6,3,11,0.5,0
1,0,2,1,124,36.25,0,8,0.5,0
2,0,0,2,1,142,1,9,0.5,1
2,0,2,1,108,77.03,1,4,0.5,0
1,0,2,1,116,61,0,2,0.5,1
3,0,1,5,129,132.88,0,7,0.5,1
1,0,1,1,32,120,1,10,0.5,0
2,1,2,6,185,114.75,1,8,0.5,1
1,0,1,0,64,89.1,0,10,0.5,1
2,0,0,2,21,76,0,11,0.5,0
1,0,1,2,262,106,0,11,0.5,1
3,0,0,2,173,122.4,0,12,0.5,0
3,0,1,2,16,118,1,2,0.5,0
2,0,0,1,3,139,1,7,0.5,0
2,0,0,2,122,85,0,4,0.5,1
2,0,2,4,83,61.41,0,3,0.5,0
1,0,0,2,9,0,0,6,0.5,0
2,0,0,2,320,115,1,8,0.5,1
3,0,0,4,86,123.3,1,10,0.5,0
2,0,0,2,9,99,0,9,0.5,0
2,0,1,2,23,124.67,5,11,0.5,0
2,0,0,3,87,104.4,0,10,0.5,1
2,0,2,3,125,128.69,1,6,0.5,0
2,0,0,1,33,126,1,10,0.5,0
1,0,0,3,166,110,0,11,0.5,1
1,0,1,2,9,85,1,2,0.5,1
2,0,2,3,30,97.71,1,5,0.5,0
1,0,0,1,14,112,1,11,0.5,1
2,0,0,3,93,105,0,5,0.5,0
2,0,2,1,141,109.2,0,6,0.5,1
2,0,0,1,219,108,0,9,0.5,1
2,0,0,4,259,73.95,1,12,0.5,0
2,0,0,2,69,105.3,0,4,0.5,1
2,1,0,3,203,87.99,0,8,0.5,1
1,0,0,2,64,130,0,5,0.5,0
2,0,1,1,247,115,1,6,0.5,1
2,0,2,4,13,79,0,2,0.5,1
3,0,2,1,138,138.5,1,8,0.5,0
1,0,5,10,3,110,0,5,0.5,1
2,0,1,3,263,63.75,0,12,0.5,1
2,0,2,1,19,121,0,5,0.5,1
2,0,0,1,15,115,3,9,0.5,0
2,0,0,3,15,106.33,2,11,0.5,0
2,0,0,3,17,104,2,11,0.5,0
2,0,0,4,207,106.2,1,5,0.5,1
2,0,1,2,9,78,0,12,0.5,0
2,0,2,2,83,124.65,1,5,0.5,0
2,0,2,3,60,107.78,1,4,0.5,0
2,0,1,0,49,93.15,0,7,0.5,1
2,0,2,2,12,99,3,8,0.5,0
2,1,1,1,132,143.1,2,6,0.5,0
1,0,2,1,93,115,0,10,0.5,1
2,0,2,5,31,96.3,0,6,0.5,0
2,0,2,0,19,85,0,10,0.5,0
2,0,0,2,101,165.6,0,8,0.5,1
2,0,0,1,10,79,1,2,0.67,0
2,0,1,3,43,88.4,1,12,0.5,0
2,1,2,2,66,213.1,1,10,0.5,0
1,0,0,1,5,89,0,4,0.5,0
2,0,2,3,192,102,0,9,0.5,1
2,0,0,4,259,89,0,10,0.5,1
1,0,0,1,8,72.38,1,12,0.5,0
2,0,1,2,140,110.19,3,9,0.5,0
2,0,2,2,45,78.54,2,10,0.5,0
2,0,1,1,4,133.5,2,9,0.5,0
2,0,0,2,86,105,0,9,0.5,0
1,0,2,1,116,61,0,2,0.5,1
2,0,0,1,0,0,2,2,1,0
2,0,0,4,275,72.25,0,12,0.5,1
2,0,1,3,65,123.98,0,9,0.5,0
2,0,0,2,22,109,1,5,0.5,0
1,0,0,3,13,110,0,9,0.5,1
3,0,2,2,27,167.2,0,9,0.5,0
2,0,1,2,133,82.45,0,8,0.5,1
2,0,1,1,43,94.5,1,4,0.5,0
2,0,1,1,69,72.9,1,3,0.5,1
2,0,0,2,93,96.3,1,4,0.5,0
1,0,0,3,37,95,0,10,0.5,0
2,0,1,5,64,136.8,0,9,0.5,1
2,0,0,3,279,110,0,10,0.5,1
2,0,2,2,11,133.5,1,3,0.5,0
2,0,0,3,37,105,0,10,0.5,0
1,0,2,1,1,60,0,2,0.5,1
2,0,1,3,113,85,0,6,0.5,1
1,0,1,1,83,59.6,0,3,0.5,0
1,0,1,2,180,120,0,10,0.5,1
2,0,0,3,0,138,0,8,0.5,0
3,0,1,3,100,136,2,5,0.5,0
1,0,0,2,6,79.2,0,12,0.5,0
2,0,0,3,146,75,0,12,0.5,0
1,0,0,1,2,67,1,5,1,0
2,0,0,2,125,72.25,1,12,0.5,1
1,0,2,1,24,47,0,12,0.5,0
2,0,2,1,80,93.6,1,11,0.5,0
2,0,1,1,0,126,0,10,0.5,0
1,0,0,2,64,130,0,5,0.5,0
2,0,0,3,34,224.67,0,9,0.5,1
2,1,2,5,172,112.32,0,7,0.5,1
2,0,0,1,34,86.4,2,10,0.5,0
3,0,2,5,73,117.64,1,7,0.5,0
2,0,1,3,58,132.3,1,10,0.5,1
1,0,0,1,1,65,0,11,0.5,1
2,1,1,3,166,110.37,2,6,0.5,1
2,0,0,4,20,131.35,1,12,0.5,0
2,0,0,2,102,101.5,0,10,0.5,1
2,0,6,14,6,87.7,1,1,0.5,0
2,0,2,3,28,130.66,1,7,0.5,0
1,0,0,1,3,0,0,10,0.5,0
2,1,1,2,35,140.1,2,3,0.5,0
2,0,0,2,56,79.2,1,12,0.5,0
2,2,1,1,140,88.77,1,7,0.5,0
2,0,0,2,156,94.5,1,8,0.5,0
2,0,0,1,31,77,0,2,0.5,0
2,0,2,5,156,72.25,0,8,0.5,0
2,0,1,0,18,89,0,9,0.5,0
3,0,1,4,146,202.5,1,10,0.5,1
2,0,2,1,0,111.67,0,10,0.5,0
1,0,0,3,166,110,0,11,0.5,1
2,0,1,3,72,62.38,0,3,0.5,0
1,0,2,5,18,78.17,0,10,0,0
2,0,1,2,418,75,0,9,0.5,1
2,0,0,2,87,158.4,1,9,0.5,0
2,0,1,2,121,90,0,6,0.5,1
1,0,2,2,23,180.25,0,11,0.5,0
2,0,1,4,275,90,0,10,0.5,1
2,0,2,3,96,119.85,0,5,0.5,1
2,0,2,4,28,164.5,2,10,0.5,0
2,1,0,4,10,126.5,2,2,0.5,1
2,0,1,4,82,99.45,0,4,0.5,1
1,0,1,0,4,59,0,1,0.5,0
1,0,0,3,5,101,0,4,1,0
1,0,2,2,45,46.9,1,2,0.5,0
2,0,1,3,65,118.8,2,10,0.5,0
2,0,0,1,0,74.67,0,1,0.5,0
1,0,0,1,0,0,0,12,0.5,0
2,0,2,4,32,92.08,0,11,0.5,0
2,0,0,2,17,80,0,3,0.5,1
2,0,0,3,176,125.1,0,9,0.5,1
2,0,1,4,154,72.25,1,6,0.5,0
2,0,2,1,180,108.9,1,10,0.5,1
2,0,0,2,47,125.1,1,9,0.5,0
2,1,2,4,4,145.25,0,6,0.5,1
3,0,1,3,26,108,0,10,0.5,0
2,0,0,2,97,97.2,1,10,0.5,1
2,0,0,2,257,101.5,0,7,0.5,1
2,0,0,2,122,40.5,0,4,0.5,0
2,0,2,3,97,80.75,0,5,0.5,0
2,0,2,3,112,72.25,1,7,0.5,0
2,0,2,1,86,94.5,1,4,0.5,1
2,1,1,3,78,60,2,3,0.5,0
1,0,1,1,247,90,0,6,0.5,0
2,0,2,1,29,87,1,3,0.5,0
2,0,0,3,17,165,1,8,0.5,0
2,0,1,2,150,118.8,2,10,0.5,0
2,0,2,2,36,88.4,1,12,0.5,0
2,0,0,4,67,110.08,0,4,0.5,1
2,0,1,2,107,108,1,10,0.5,0
1,0,0,2,80,108,0,10,0.5,0
2,0,0,2,142,85.5,1,7,0.5,0
2,0,0,4,189,76.5,3,8,0.5,0
2,0,0,3,124,114.3,1,8,0.5,0
2,0,2,0,8,127,1,8,0.5,0
2,0,2,6,125,110.93,1,8,0.5,0
1,0,2,2,162,115,0,10,0.5,1
2,1,2,5,259,80.26,3,12,0.5,0
1,0,0,1,8,95,0,4,0.5,1
2,0,1,0,0,75,0,10,1,0
2,0,1,3,101,102.25,0,7,0.5,0
2,0,0,3,44,75,0,2,0.5,0
2,0,2,2,192,72.75,2,12,0.5,0
2,0,0,4,43,124.1,3,11,0.5,0
2,1,2,1,118,139.5,1,8,0.5,0
2,0,1,2,66,75,0,10,0.5,0
2,0,0,3,1,146,0,9,0.5,0
2,0,0,2,142,79.2,1,12,0.5,0
2,2,0,2,326,188.88,1,12,0.5,1
1,0,0,2,103,115,0,4,0.5,1
2,0,0,4,149,99.45,1,7,0.5,0
1,0,1,3,59,117,2,10,0.5,0
1,0,0,3,25,129,0,5,0.5,0
2,0,1,2,68,96.3,1,4,0.5,0
2,0,2,3,62,76.5,1,7,0.5,1
1,0,1,3,71,88.83,1,3,0.5,0
2,0,1,2,0,126,1,10,0.5,0
2,0,0,1,0,106,2,2,0.5,0
2,0,1,1,0,111,1,6,0.5,0
2,0,1,0,29,139,1,8,0.5,0
1,0,2,5,101,103.5,0,7,0.5,1
2,0,1,2,198,90,0,9,0.5,1
1,0,0,2,73,107.1,0,7,0.5,1
1,0,1,1,13,65,0,10,0.5,0
2,0,2,5,127,94.7,1,3,0.5,1
3,0,1,0,21,210.6,0,5,0.5,1
2,0,2,3,159,87.72,1,9,0.5,0
2,0,1,3,196,116.1,1,9,0.5,1
2,0,0,2,11,102.41,1,8,0.5,0
2,0,2,2,39,91.13,0,1,0.5,0
1,0,0,2,0,79,0,1,0.5,0
1,0,0,3,76,111.3,1,4,0.5,1
2,0,1,2,57,90.67,1,6,0.5,0
2,0,2,3,109,90.96,1,5,0.5,0
2,0,2,1,252,106.3,0,10,0.5,1
2,0,1,2,305,89,0,11,0.5,1
2,0,0,2,30,121,0,9,0.5,0
2,1,1,3,150,173.25,0,7,0.5,1
3,0,1,2,169,137.7,1,8,0.5,1
1,0,1,2,3,110,0,10,0.5,1
2,0,2,3,36,149.4,2,8,0.5,0
1,0,0,1,8,81,0,2,0.5,0
2,0,0,3,6,166,0,8,0.5,1
2,0,0,1,57,115.04,2,9,0.5,0
2,0,0,1,0,66.42,0,8,0.5,0
2,0,2,1,134,80,0,4,0.5,0
2,0,1,1,21,91,0,2,0.5,1
1,0,0,3,238,80,0,10,0.5,0
1,0,0,1,177,99.9,0,7,0.5,1
3,0,2,0,31,168.3,0,8,0.5,0
2,0,2,2,43,68,0,11,0.5,0
1,0,0,2,181,120,0,10,0.5,1
2,0,1,2,418,107,0,9,0.5,1
2,0,2,2,181,103.95,1,7,0.5,1
2,0,0,3,37,105,0,10,0.5,0
3,0,1,2,125,155.7,0,8,0.5,0
2,0,0,2,27,108,0,9,0.5,0
2,0,1,1,42,127.5,1,10,0.5,0
2,2,1,3,148,182.83,1,8,0.5,0
2,0,0,3,91,80.75,0,5,0.5,0
2,0,0,2,64,63.75,0,7,0.5,0
1,0,0,1,147,84.6,2,12,0.5,0
2,0,0,2,257,101.5,0,7,0.5,1
1,0,0,1,36,102.6,0,10,0.5,1
1,0,0,2,69,76.5,1,3,0.5,0
2,0,2,1,92,76.5,1,7,0.5,1
2,1,0,1,36,126,1,9,0.5,1
2,0,0,4,92,70,0,10,0.5,0
2,0,2,3,127,91.29,0,4,0.5,0
2,0,2,1,145,94.5,0,8,0.5,1
2,0,0,3,36,147.6,2,9,0.5,0
2,0,0,1,27,120,0,6,0.5,0
2,0,0,3,57,117.9,0,6,0.5,1
2,0,1,1,205,98.1,0,10,0.5,1
2,1,0,1,21,107.42,2,8,0.5,0
2,1,2,2,11,156.8,3,6,0.5,0
2,1,2,2,29,162.01,0,5,0.5,1
1,0,0,1,0,65,1,3,0.92,0
1,0,1,0,3,120,1,10,0.5,0
1,0,2,0,4,115.2,0,9,0.5,0
2,0,0,1,5,89,0,3,0.5,1
2,0,0,2,74,109,0,9,0.5,0
2,1,1,2,36,100,1,10,0.5,0
2,0,1,2,150,79.2,0,12,0.5,1
2,0,1,2,120,126.9,0,6,0.5,1
2,0,0,4,36,94.99,2,11,0.5,0
2,0,0,1,143,94.5,0,8,0.5,0
1,0,0,2,192,95,0,6,0.5,0
1,0,1,1,70,114,1,11,0.5,1
1,0,0,2,86,87.5,0,9,0.5,0
2,1,0,2,64,143.1,0,6,0.5,1
1,0,0,3,110,85.87,1,11,0.5,0
1,0,0,1,41,120,3,10,0.5,0
2,0,1,3,147,126.9,1,9,0.5,0
2,0,1,1,14,69.5,1,1,0.5,0
2,0,2,1,103,94.5,0,7,0.5,1
2,0,2,4,21,123.5,0,8,0.5,0
2,0,0,1,68,97.71,1,5,0.5,0
3,0,0,2,220,137.7,1,8,0.5,1
2,0,2,2,25,64.67,1,12,0.5,0
3,0,1,3,134,105.7,2,5,0.5,0
1,0,1,3,5,98.32,0,5,0.5,0
2,0,4,11,14,94,3,8,0.5,0
1,0,2,1,116,76,0,2,0.5,0
2,0,1,0,48,80.4,0,4,0.5,0
2,0,1,1,9,116.8,1,10,0.5,0
1,0,2,4,69,120,0,6,0.5,1
2,0,2,2,213,102.85,1,10,0.5,1
2,0,1,0,263,67,0,9,0.5,0
2,2,2,2,10,254.5,1,9,0.5,0
1,0,0,1,5,91,0,3,0.5,0
2,2,0,2,77,198.9,0,8,0.5,0
1,0,0,1,21,85,1,2,0.5,0
2,1,2,3,48,184.26,2,8,0.5,0
2,0,0,2,64,79.2,2,11,0.5,0
2,0,0,3,135,103.5,1,8,0.5,0
2,0,1,0,34,76.5,0,10,0.5,0
2,0,2,2,83,103.7,0,4,0.5,0
2,0,0,3,44,75,0,2,0.5,0
2,0,1,4,33,111.42,1,8,0.5,0
2,0,1,0,125,85.5,0,7,0.5,1
1,0,1,1,3,79,0,3,0.5,0
2,0,2,6,214,100.51,1,8,0.5,1
2,0,0,4,9,90,1,8,0.5,0
3,0,0,1,129,146.92,0,10,0.5,1
1,0,2,2,81,146.6,1,11,0.5,0
2,0,2,5,7,139,0,8,0.5,1
2,0,0,2,57,123.3,1,9,0.5,0
2,0,1,2,40,145.2,2,10,0.5,0
2,0,2,5,44,124.46,0,8,0.5,0
2,0,1,1,88,112.2,0,10,0.5,0
1,0,0,3,166,110,0,11,0.5,1
2,0,0,3,279,110,0,10,0.5,1
2,0,2,0,1,98,0,8,0.5,0
2,0,2,0,386,115,1,10,0.5,1
3,0,1,2,204,128.7,0,8,0.5,1
2,0,1,3,111,132.6,0,6,0.5,1
1,0,2,2,90,80.75,0,4,0.5,0
3,0,1,3,53,161.78,1,8,0.5,0
2,0,0,3,14,87,0,2,0.5,0
2,0,1,2,41,71.52,1,2,0.5,0
2,0,1,2,23,72.8,0,2,0.5,1
2,0,2,2,30,111.83,1,8,0.5,0
2,0,0,1,143,81.08,1,7,0.5,0
2,0,1,2,0,75,0,7,0.5,0
1,0,2,1,4,65,0,11,0.5,0
2,0,0,1,47,94.5,1,10,0.5,0
1,0,1,3,28,98.2,0,9,0.5,0
2,0,1,3,215,90.95,0,10,0.5,0
2,0,0,3,16,135,1,3,0.5,0
2,0,2,0,4,160,0,9,0.5,0
2,0,0,5,230,137,1,9,0.5,1
2,0,1,3,90,80.75,0,10,0.5,0
2,2,2,3,48,186.52,0,10,0.5,0
2,0,0,2,346,115,1,9,0.5,1
1,0,1,2,4,65,0,9,1,0
2,1,2,0,26,148,2,5,0.5,0
2,0,0,3,56,94.5,3,10,0.5,0
2,2,0,3,0,161.33,0,8,0.5,1
3,0,0,1,7,127,1,2,0.5,0
2,0,0,1,2,84,1,12,0.5,0
2,0,0,2,86,100,0,9,0.5,1
1,0,1,0,3,66,0,1,1,0
2,0,0,3,119,85.5,1,8,0.5,0
2,0,0,2,39,149.4,1,7,0.5,0
2,0,1,1,75,116.1,0,5,0.5,1
2,0,0,3,113,116.1,1,6,0.5,0
2,1,2,3,208,112.5,0,10,0.5,1
2,0,0,4,5,76.8,0,9,0.5,0
2,1,1,3,62,101.15,2,3,0.5,0
1,0,0,3,151,80,0,1,0.5,0
2,0,0,3,150,90,1,6,0.5,0
2,2,0,1,24,224,3,10,0.5,0
2,1,0,1,36,115.2,0,3,0.5,1
2,0,0,4,137,107.95,0,7,0.5,0
2,1,2,3,66,119.16,2,9,0.5,0
2,0,0,2,132,105.3,1,5,0.5,0
2,0,2,1,138,94.5,0,8,0.5,0
2,0,0,1,7,135,1,10,0.5,0
1,0,0,1,99,80,0,2,0.5,0
2,0,0,1,3,101,0,3,0.5,0
2,0,2,0,35,117,2,9,0.5,0
2,0,1,3,75,80,0,3,0.5,1
2,0,0,2,320,115,0,8,0.5,1
2,0,0,4,158,123.25,1,5,0.5,1
2,1,0,3,15,105.62,2,10,0.5,0
3,0,1,3,35,161.78,1,8,0.5,1
2,0,0,2,36,107.1,1,7,0.5,0
1,0,5,10,11,95,0,5,0.5,1
2,1,0,3,74,112.5,1,4,0.5,1
2,0,0,2,39,109,0,8,0.5,0
2,0,0,1,115,108,0,10,0.5,1
2,0,2,4,9,90,2,8,0.5,0
2,0,1,0,1,56.47,0,5,0.5,0
2,2,0,3,56,207.9,1,9,0.5,0
1,0,0,1,48,80,0,9,0.5,0
2,1,0,3,25,80.85,2,9,0.5,0
2,0,0,1,56,120,0,6,0.5,0
2,0,0,1,14,89,0,4,0.5,1
2,0,1,2,51,76.5,0,3,0.5,1
2,0,2,3,51,123.3,1,8,0.5,1
2,0,1,3,39,85,0,10,0.5,0
2,0,0,1,25,91,0,2,0.5,1
1,0,0,2,8,6,0,1,0.5,0
2,0,1,2,198,90,0,9,0.5,1
3,0,0,2,88,150.3,2,8,0.5,0
1,0,0,1,3,90,0,9,0.5,0
2,0,1,2,22,64.37,1,11,0.5,0
1,0,2,4,176,61.52,0,3,0.5,1
2,0,0,1,41,65,1,12,0.5,0
1,0,1,0,20,89,2,9,0.5,0
1,0,0,1,1,65,0,11,1,0
1,0,0,3,166,110,0,11,0.5,1
2,0,1,4,24,68.99,2,1,0.5,0
1,0,0,2,346,90,0,9,0.5,0
1,0,0,2,86,87.5,0,9,0.5,0
3,0,0,2,203,133.2,1,8,0.5,1
1,0,0,2,103,115,0,4,0.5,1
1,0,1,1,32,120,1,10,0.5,0
1,0,0,3,71,120,0,6,0.5,0
2,0,1,0,286,90,0,10,0.5,1
2,1,2,1,137,77,2,2,0.5,0
2,0,1,3,179,90.9,3,10,0.5,0
1,0,0,3,56,140.4,0,6,0.5,0
2,0,2,1,205,90,0,5,0.5,1
2,0,1,1,52,72.76,2,9,0.5,0
2,0,0,3,160,70,0,12,0.5,0
2,0,1,3,53,122,4,10,0.5,0
1,0,0,2,59,81,0,1,0.5,0
2,0,0,2,59,87,1,1,0.5,0
2,0,1,1,28,139,2,10,0.5,0
2,0,2,0,52,130,0,9,0.5,1
2,0,1,1,33,98.3,1,2,0.5,0
2,0,0,2,245,75,0,6,0.5,1
2,0,1,1,21,91,0,2,0.5,1
2,0,2,1,19,116.1,0,10,0.5,1
2,0,1,1,35,76.5,1,10,0.5,0
2,0,0,2,33,89.1,1,8,0.5,1
3,0,1,3,35,158.4,2,10,0.5,0
2,0,0,1,182,98.1,0,10,0.5,1
2,0,0,3,146,75,0,12,0.5,0
1,0,0,2,1,115,1,6,0.5,0
2,1,0,2,49,98.82,1,12,0.5,0
2,0,0,0,0,0,1,6,0.5,0
2,0,0,2,39,88,1,12,0.5,0
2,0,1,4,159,133.2,1,9,0.5,1
2,0,0,5,144,63.75,0,7,0.5,0
1,0,0,1,7,134,1,9,1,0
2,0,1,0,37,77,0,3,1,0
3,0,2,1,45,185.6,0,10,0.5,0
2,0,0,3,5,151.33,0,10,0.5,0
1,0,1,1,4,90,1,5,0.5,0
2,0,0,4,46,139.5,1,10,0.5,1
1,0,0,2,188,130,0,6,0.5,1
1,0,0,2,1,100,0,10,0.5,0
2,0,0,2,315,52,0,12,0.5,0
2,0,0,3,56,108,2,11,0.5,0
1,0,0,1,12,65,0,10,0.5,0
1,0,0,3,7,65,0,12,0.5,0
2,0,2,2,208,80.75,0,7,0.5,1
2,0,1,2,290,72,1,6,0.5,0
1,0,0,1,34,65,0,7,0.5,0
2,0,0,4,210,96.3,2,10,0.5,1
3,0,0,2,140,146.7,0,8,0.5,1
2,0,0,3,37,105,0,10,0.5,0
2,0,0,3,130,139.5,2,9,0.5,0
2,0,0,1,16,184,1,9,0.5,0
2,0,0,2,4,127,2,12,0.5,0
2,0,0,1,55,94.5,0,4,0.5,0
2,0,0,1,26,120,0,6,0.5,0
2,0,0,4,110,99.79,1,9,0.5,0
2,0,0,1,56,120,0,6,0.5,0
1,1,1,4,34,102.74,0,10,0.5,0
3,0,0,2,119,146.7,2,6,0.5,0
2,0,0,3,19,90,0,10,0,0
1,0,0,1,31,108.11,0,5,0.5,0
2,0,0,2,21,70,0,12,0.5,0
2,0,2,2,108,65.96,0,3,0.5,0
1,0,0,2,14,100,0,10,0.5,0
2,0,2,1,11,87,0,2,0.5,0
1,0,0,1,0,123,0,10,0.5,0
2,0,1,2,0,145,1,9,0.5,0
2,0,1,3,73,107.95,1,4,0.5,0
2,0,1,3,90,119.85,0,5,0.5,1
2,0,2,0,27,85,0,10,0.5,0
2,0,0,2,4,57.75,0,12,0.5,0
3,0,0,3,133,137.7,2,7,0.5,0
2,2,2,2,30,184.5,0,12,0.5,0
1,0,0,3,71,120,0,6,0.5,0
1,0,0,1,4,70,0,12,0.5,0
2,0,0,3,20,76,0,11,0.5,0
2,2,2,0,84,189.9,1,8,0.5,0
2,0,1,4,148,112.2,1,8,0.5,1
3,0,0,1,205,137.7,1,8,0.5,1
1,0,0,2,273,87,0,7,0.5,0
2,0,1,2,6,101.13,1,4,0.5,0
1,0,2,1,1,60,0,2,0.5,1
2,0,2,2,32,74,1,2,0.5,0
2,2,0,3,3,183,0,3,0.5,0
2,0,1,5,43,83.2,0,12,0.5,1
1,0,0,1,15,142.64,1,11,0.5,0
1,0,1,2,13,67,0,9,1,0
2,0,2,5,123,70.73,1,4,0.5,0
1,0,0,1,58,54.05,1,12,0.5,0
1,0,0,1,3,0,0,10,0.5,0
2,0,1,1,32,103.5,2,9,0.5,0
2,0,2,1,8,92.58,0,12,0.5,0
2,0,2,3,168,81.2,1,4,0.5,0
2,0,0,4,1,150,1,6,0.5,0
1,0,0,1,0,0,2,2,1,0
2,2,4,7,9,96,3,8,0.5,0
3,0,1,2,121,122.4,1,11,0.5,1
1,0,2,1,1,154,1,10,0.5,0
1,0,1,3,178,106,0,8,0.5,1
1,0,1,0,76,120,0,10,0.5,1
2,0,0,3,276,95,0,9,0.5,1
2,0,1,3,295,95.4,1,7,0.5,0
1,0,0,2,74,80,0,9,0.5,0
2,0,0,1,55,104,0,4,0.5,0
1,0,0,1,1,0,0,11,0.5,0
2,0,1,4,127,90,3,11,0.5,0
2,2,0,4,8,159.75,2,9,0.5,0
2,2,0,2,7,231.78,1,10,0.5,0
2,0,1,2,309,101,0,5,0.5,1
2,0,1,2,161,130,0,3,0.5,1
2,0,2,1,156,96.3,2,7,0.5,0
2,0,2,2,83,113.5,1,11,0.5,0
2,0,0,3,66,124.5,3,11,0.5,0
2,1,0,1,10,169,1,7,0.5,1
2,0,2,1,54,118.33,3,11,0.5,0
2,0,1,1,159,70,1,4,0.5,0
1,0,1,2,24,153.23,1,11,0.5,0
2,0,0,3,279,110,0,10,0.5,1
1,0,0,2,192,95,0,6,0.5,0
2,0,0,3,129,118.8,0,9,0.5,1
2,0,1,1,5,141,1,6,0.5,0
2,0,1,1,65,94.5,1,7,0.5,0
1,0,1,4,54,54.46,0,3,0.5,0
2,0,1,4,336,78,0,9,0.5,0
2,0,2,1,174,103.5,1,8,0.5,1
1,0,0,1,1,129,0,5,1,0
1,0,0,1,1,79,0,12,0.5,0
2,0,1,3,35,75,0,10,0.5,0
2,0,0,3,8,114,0,11,0.5,1
2,0,2,4,86,139.6,0,7,0.5,0
2,0,2,1,109,85,1,3,0.5,0
2,0,0,4,9,95.2,1,12,0.5,0
2,1,0,3,171,121.5,0,8,0.5,1
2,0,0,2,221,85.5,0,8,0.5,1
2,0,1,1,144,81.08,0,7,0.5,0
2,0,2,9,156,104.32,1,10,0.5,1
2,2,1,5,296,196.07,1,12,0.5,1
1,0,4,11,24,76.14,0,1,0.5,0
2,0,0,1,10,140,3,8,0.5,0
1,0,1,3,75,70,0,3,0.5,1
2,0,1,4,54,95.36,0,3,0.5,0
2,1,1,2,18,120,2,2,0.5,0
2,0,1,2,77,132.3,3,10,0.5,0
1,0,0,1,4,67,0,3,1,0
2,0,0,2,346,115,1,9,0.5,1
2,0,2,1,29,111.67,2,9,0.5,0
2,0,1,5,113,92.94,2,7,0.5,0
2,0,2,0,18,114,0,6,0.5,1
2,0,0,2,11,119,1,5,0.5,1
1,0,0,1,1,65,1,1,1,0
2,0,0,3,17,105,0,9,0.5,0
2,0,2,5,210,72.25,0,8,0.5,0
2,0,1,1,3,195,1,9,0.5,0
3,0,2,3,12,68.8,0,8,0.5,0
2,0,0,3,85,140.4,0,5,0.5,0
1,0,0,1,55,79,0,7,0.5,1
2,0,1,2,20,97,1,3,0.5,0
2,0,2,1,208,116.1,0,9,0.5,1
1,0,2,1,93,115,0,10,0.5,1
1,0,0,2,9,56,0,3,0.5,0
2,0,1,1,9,107,1,6,0.5,0
2,0,2,5,185,89.25,0,8,0.5,1
2,0,2,5,4,106.14,0,8,0.5,0
2,0,2,1,19,107,0,9,0.5,0
3,0,1,2,35,129.87,0,6,0.5,1
2,0,2,5,199,80.75,0,8,0.5,1
2,0,0,3,232,91.8,2,12,0.5,0
1,0,0,1,81,90.9,0,6,0.5,1
